DATAFLOW,LOCATION,VARIABLE,SCENARIO,FREQUENCY,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE,UNIT_MULT,BASE_PER
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S1,A,2031,10898180000000,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S0,A,2031,235459100000000,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S1,A,2031,232274200000000,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S0,A,2031,18427400000000,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S1,A,2031,18362100000000,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S0,A,2031,121709600000000,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S1,A,2031,121036900000000,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S0,A,2031,73468670000000,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S1,A,2031,73143860000000,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S0,A,2031,172924200000000,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S1,A,2031,169586400000000,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S0,A,2031,256304500000000,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S1,A,2031,253006800000000,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S0,A,2024,2701147337377.49,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S1,A,2024,2701147337377.49,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S0,A,2024,496207955995.696,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S1,A,2024,496207955995.696,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S0,A,2024,606712150757.194,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S1,A,2024,606712150757.194,A,,,
OECD:DF_EO114_LTB(1.0),CAN,GDP,S0,A,2024,2957952076185.4,A,,,
OECD:DF_EO114_LTB(1.0),CZE,GDP,S0,A,2024,7705878992990.72,A,,,
OECD:DF_EO114_LTB(1.0),CZE,GDP,S1,A,2024,7705878992990.72,A,,,
OECD:DF_EO114_LTB(1.0),DNK,GDP,S0,A,2024,2929514275593.84,A,,,
OECD:DF_EO114_LTB(1.0),DNK,GDP,S1,A,2024,2929514275593.84,A,,,
OECD:DF_EO114_LTB(1.0),CAN,GDP,S1,A,2024,2957952076185.4,A,,,
OECD:DF_EO114_LTB(1.0),FIN,GDP,S0,A,2024,290267135984.84,A,,,
OECD:DF_EO114_LTB(1.0),FIN,GDP,S1,A,2024,290267135984.84,A,,,
OECD:DF_EO114_LTB(1.0),FRA,GDP,S0,A,2024,2895450278408.4,A,,,
OECD:DF_EO114_LTB(1.0),FRA,GDP,S1,A,2024,2895450278408.4,A,,,
OECD:DF_EO114_LTB(1.0),DEU,GDP,S0,A,2024,4235213124963.75,A,,,
OECD:DF_EO114_LTB(1.0),DEU,GDP,S1,A,2024,4235213124963.75,A,,,
OECD:DF_EO114_LTB(1.0),GRC,GDP,S0,A,2024,238847234311.996,A,,,
OECD:DF_EO114_LTB(1.0),GRC,GDP,S1,A,2024,238847234311.996,A,,,
OECD:DF_EO114_LTB(1.0),HUN,GDP,S0,A,2024,80107386926770.1,A,,,
OECD:DF_EO114_LTB(1.0),HUN,GDP,S1,A,2024,80107386926770.1,A,,,
OECD:DF_EO114_LTB(1.0),ISL,GDP,S0,A,2024,4479399253636.92,A,,,
OECD:DF_EO114_LTB(1.0),ISL,GDP,S1,A,2024,4479399253636.92,A,,,
OECD:DF_EO114_LTB(1.0),IRL,GDP,S0,A,2024,545159398225.549,A,,,
OECD:DF_EO114_LTB(1.0),IRL,GDP,S1,A,2024,545159398225.549,A,,,
OECD:DF_EO114_LTB(1.0),ITA,GDP,S0,A,2024,2116386619478.77,A,,,
OECD:DF_EO114_LTB(1.0),ITA,GDP,S1,A,2024,2116386619478.77,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S0,A,2024,607410068786845,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S1,A,2024,607410068786845,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S0,A,2024,2364924055877300,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S1,A,2024,2364924055877300,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S0,A,2024,90364405838.7721,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S1,A,2024,90364405838.7721,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S0,A,2024,33629880744879.9,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S1,A,2024,33629880744879.9,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S0,A,2024,1070650962361.24,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S1,A,2024,1070650962361.24,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S0,A,2024,429107499668.374,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S1,A,2024,429107499668.374,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S0,A,2024,5246547703960,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S1,A,2024,5246547703960,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S0,A,2024,3577888576117.41,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S1,A,2024,3577888576117.41,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S0,A,2024,276621689243.244,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S1,A,2024,276621689243.244,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S0,A,2024,127516418733.976,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S1,A,2024,127516418733.976,A,,,
OECD:DF_EO114_LTB(1.0),ESP,GDP,S0,A,2024,1506350182832.89,A,,,
OECD:DF_EO114_LTB(1.0),ESP,GDP,S1,A,2024,1506350182832.89,A,,,
OECD:DF_EO114_LTB(1.0),SWE,GDP,S0,A,2024,6545415641464.84,A,,,
OECD:DF_EO114_LTB(1.0),SWE,GDP,S1,A,2024,6545415641464.84,A,,,
OECD:DF_EO114_LTB(1.0),CHE,GDP,S0,A,2024,818822942495.32,A,,,
OECD:DF_EO114_LTB(1.0),CHE,GDP,S1,A,2024,818822942495.32,A,,,
OECD:DF_EO114_LTB(1.0),TUR,GDP,S0,A,2024,39143360683105.4,A,,,
OECD:DF_EO114_LTB(1.0),TUR,GDP,S1,A,2024,39143360683105.4,A,,,
OECD:DF_EO114_LTB(1.0),GBR,GDP,S0,A,2024,2800896954422.01,A,,,
OECD:DF_EO114_LTB(1.0),GBR,GDP,S1,A,2024,2800896954422.01,A,,,
OECD:DF_EO114_LTB(1.0),USA,GDP,S0,A,2024,28522192590257.2,A,,,
OECD:DF_EO114_LTB(1.0),USA,GDP,S1,A,2024,28522192590257.2,A,,,
OECD:DF_EO114_LTB(1.0),G7M,GDP,S0,A,2024,52614856916864.2,A,,,
OECD:DF_EO114_LTB(1.0),G7M,GDP,S1,A,2024,52614856916864.2,A,,,
OECD:DF_EO114_LTB(1.0),ARG,GDP,S0,A,2024,433596130433275,A,,,
OECD:DF_EO114_LTB(1.0),ARG,GDP,S1,A,2024,433596130433275,A,,,
OECD:DF_EO114_LTB(1.0),BRA,GDP,S0,A,2024,11214424489073.2,A,,,
OECD:DF_EO114_LTB(1.0),BRA,GDP,S1,A,2024,11214424489073.2,A,,,
OECD:DF_EO114_LTB(1.0),BGR,GDP,S0,A,2024,198530994476.658,A,,,
OECD:DF_EO114_LTB(1.0),BGR,GDP,S1,A,2024,198530994476.658,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S0,A,2024,293504495176048,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S1,A,2024,293504495176048,A,,,
OECD:DF_EO114_LTB(1.0),CHN,GDP,S0,A,2024,135543292182446,A,,,
OECD:DF_EO114_LTB(1.0),CHN,GDP,S1,A,2024,135543292182446,A,,,
OECD:DF_EO114_LTB(1.0),COL,GDP,S0,A,2024,1694835840423170,A,,,
OECD:DF_EO114_LTB(1.0),COL,GDP,S1,A,2024,1694835840423170,A,,,
OECD:DF_EO114_LTB(1.0),CRI,GDP,S0,A,2024,49534019975762.3,A,,,
OECD:DF_EO114_LTB(1.0),CRI,GDP,S1,A,2024,49534019975762.3,A,,,
OECD:DF_EO114_LTB(1.0),HRV,GDP,S0,A,2024,82315138444.7083,A,,,
OECD:DF_EO114_LTB(1.0),HRV,GDP,S1,A,2024,82315138444.7083,A,,,
OECD:DF_EO114_LTB(1.0),EST,GDP,S0,A,2024,40329875556.0265,A,,,
OECD:DF_EO114_LTB(1.0),EST,GDP,S1,A,2024,40329875556.0265,A,,,
OECD:DF_EO114_LTB(1.0),IND,GDP,S0,A,2024,317314237388181,A,,,
OECD:DF_EO114_LTB(1.0),IND,GDP,S1,A,2024,317314237388181,A,,,
OECD:DF_EO114_LTB(1.0),IDN,GDP,S0,A,2024,22384158262157300,A,,,
OECD:DF_EO114_LTB(1.0),IDN,GDP,S1,A,2024,22384158262157300,A,,,
OECD:DF_EO114_LTB(1.0),ISR,GDP,S0,A,2024,1943702749861.03,A,,,
OECD:DF_EO114_LTB(1.0),ISR,GDP,S1,A,2024,1943702749861.03,A,,,
OECD:DF_EO114_LTB(1.0),LVA,GDP,S0,A,2024,42993823243.1091,A,,,
OECD:DF_EO114_LTB(1.0),LVA,GDP,S1,A,2024,42993823243.1091,A,,,
OECD:DF_EO114_LTB(1.0),LTU,GDP,S0,A,2024,76764137393.5342,A,,,
OECD:DF_EO114_LTB(1.0),LTU,GDP,S1,A,2024,76764137393.5342,A,,,
OECD:DF_EO114_LTB(1.0),ROU,GDP,S0,A,2024,1748948484662.34,A,,,
OECD:DF_EO114_LTB(1.0),ROU,GDP,S1,A,2024,1748948484662.34,A,,,
OECD:DF_EO114_LTB(1.0),SVN,GDP,S0,A,2024,67329451587.1057,A,,,
OECD:DF_EO114_LTB(1.0),SVN,GDP,S1,A,2024,67329451587.1057,A,,,
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S0,A,2024,7388258279274.92,A,,,
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S1,A,2024,7388258279274.92,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S0,A,2024,156663244508032,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S1,A,2024,156663244508032,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S0,A,2024,14723164844916.1,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S1,A,2024,14723164844916.1,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S0,A,2024,90373524007338.4,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S1,A,2024,90373524007338.4,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S0,A,2024,57205655333362.3,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S1,A,2024,57205655333362.3,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S0,A,2024,102832618561974,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S1,A,2024,102832618561974,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S0,A,2024,172528875293229,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S1,A,2024,172528875293229,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S0,A,2048,9081268000000,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S1,A,2048,8703739000000,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S0,A,2048,1135032000000,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S1,A,2048,1120316000000,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S0,A,2048,1366432000000,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S1,A,2048,1337849000000,A,,,
OECD:DF_EO114_LTB(1.0),CAN,GDP,S0,A,2048,7596763000000,A,,,
OECD:DF_EO114_LTB(1.0),CAN,GDP,S1,A,2048,7298947000000,A,,,
OECD:DF_EO114_LTB(1.0),CZE,GDP,S0,A,2048,18186930000000,A,,,
OECD:DF_EO114_LTB(1.0),CZE,GDP,S1,A,2048,17787960000000,A,,,
OECD:DF_EO114_LTB(1.0),DNK,GDP,S0,A,2048,6282263000000,A,,,
OECD:DF_EO114_LTB(1.0),DNK,GDP,S1,A,2048,6118154000000,A,,,
OECD:DF_EO114_LTB(1.0),FIN,GDP,S0,A,2048,630684000000,A,,,
OECD:DF_EO114_LTB(1.0),FIN,GDP,S1,A,2048,625287600000,A,,,
OECD:DF_EO114_LTB(1.0),FRA,GDP,S0,A,2048,6175290000000,A,,,
OECD:DF_EO114_LTB(1.0),FRA,GDP,S1,A,2048,6093098000000,A,,,
OECD:DF_EO114_LTB(1.0),DEU,GDP,S0,A,2048,8916632000000,A,,,
OECD:DF_EO114_LTB(1.0),DEU,GDP,S1,A,2048,8712941000000,A,,,
OECD:DF_EO114_LTB(1.0),GRC,GDP,S0,A,2048,536855300000,A,,,
OECD:DF_EO114_LTB(1.0),GRC,GDP,S1,A,2048,512306100000,A,,,
OECD:DF_EO114_LTB(1.0),HUN,GDP,S0,A,2048,260236500000000,A,,,
OECD:DF_EO114_LTB(1.0),HUN,GDP,S1,A,2048,248032400000000,A,,,
OECD:DF_EO114_LTB(1.0),ISL,GDP,S0,A,2048,15019150000000,A,,,
OECD:DF_EO114_LTB(1.0),ISL,GDP,S1,A,2048,14808070000000,A,,,
OECD:DF_EO114_LTB(1.0),IRL,GDP,S0,A,2048,1311289000000,A,,,
OECD:DF_EO114_LTB(1.0),IRL,GDP,S1,A,2048,1278884000000,A,,,
OECD:DF_EO114_LTB(1.0),ITA,GDP,S0,A,2048,4477990000000,A,,,
OECD:DF_EO114_LTB(1.0),ITA,GDP,S1,A,2048,4408544000000,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S0,A,2048,1256979000000000,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S1,A,2048,1217690000000000,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S0,A,2048,5233666000000000,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S1,A,2048,5191478000000000,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S0,A,2048,229701800000,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S1,A,2048,216565600000,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S0,A,2048,133384500000000,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S1,A,2048,125816500000000,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S0,A,2048,2410192000000,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S1,A,2048,2320444000000,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S0,A,2048,1200212000000,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S1,A,2048,1191030000000,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S0,A,2048,12612150000000,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S1,A,2048,10578490000000,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S0,A,2048,10046380000000,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S1,A,2048,9701133000000,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S0,A,2048,630504400000,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S1,A,2048,619907200000,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S0,A,2048,290095300000,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S1,A,2048,285335600000,A,,,
OECD:DF_EO114_LTB(1.0),ESP,GDP,S0,A,2048,3210109000000,A,,,
OECD:DF_EO114_LTB(1.0),ESP,GDP,S1,A,2048,3152574000000,A,,,
OECD:DF_EO114_LTB(1.0),SWE,GDP,S0,A,2048,17594540000000,A,,,
OECD:DF_EO114_LTB(1.0),SWE,GDP,S1,A,2048,17547320000000,A,,,
OECD:DF_EO114_LTB(1.0),CHE,GDP,S0,A,2048,1724245000000,A,,,
OECD:DF_EO114_LTB(1.0),CHE,GDP,S1,A,2048,1687489000000,A,,,
OECD:DF_EO114_LTB(1.0),TUR,GDP,S0,A,2048,345129300000000,A,,,
OECD:DF_EO114_LTB(1.0),TUR,GDP,S1,A,2048,324544400000000,A,,,
OECD:DF_EO114_LTB(1.0),GBR,GDP,S0,A,2048,6769817000000,A,,,
OECD:DF_EO114_LTB(1.0),GBR,GDP,S1,A,2048,6674520000000,A,,,
OECD:DF_EO114_LTB(1.0),USA,GDP,S0,A,2048,65729650000000,A,,,
OECD:DF_EO114_LTB(1.0),USA,GDP,S1,A,2048,63853190000000,A,,,
OECD:DF_EO114_LTB(1.0),G7M,GDP,S0,A,2048,118538400000000,A,,,
OECD:DF_EO114_LTB(1.0),G7M,GDP,S1,A,2048,115476500000000,A,,,
OECD:DF_EO114_LTB(1.0),ARG,GDP,S0,A,2048,4434804000000000,A,,,
OECD:DF_EO114_LTB(1.0),ARG,GDP,S1,A,2048,3912070000000000,A,,,
OECD:DF_EO114_LTB(1.0),BRA,GDP,S0,A,2048,46821970000000,A,,,
OECD:DF_EO114_LTB(1.0),BRA,GDP,S1,A,2048,44489480000000,A,,,
OECD:DF_EO114_LTB(1.0),BGR,GDP,S0,A,2048,551243000000,A,,,
OECD:DF_EO114_LTB(1.0),BGR,GDP,S1,A,2048,529101000000,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S0,A,2048,1071223000000000,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S1,A,2048,1043833000000000,A,,,
OECD:DF_EO114_LTB(1.0),CHN,GDP,S0,A,2048,482573500000000,A,,,
OECD:DF_EO114_LTB(1.0),CHN,GDP,S1,A,2048,455820600000000,A,,,
OECD:DF_EO114_LTB(1.0),COL,GDP,S0,A,2048,7194061000000000,A,,,
OECD:DF_EO114_LTB(1.0),COL,GDP,S1,A,2048,6462403000000000,A,,,
OECD:DF_EO114_LTB(1.0),CRI,GDP,S0,A,2048,196160200000000,A,,,
OECD:DF_EO114_LTB(1.0),CRI,GDP,S1,A,2048,193826900000000,A,,,
OECD:DF_EO114_LTB(1.0),HRV,GDP,S0,A,2048,195890200000,A,,,
OECD:DF_EO114_LTB(1.0),HRV,GDP,S1,A,2048,189589000000,A,,,
OECD:DF_EO114_LTB(1.0),EST,GDP,S0,A,2048,106115000000,A,,,
OECD:DF_EO114_LTB(1.0),EST,GDP,S1,A,2048,101159800000,A,,,
OECD:DF_EO114_LTB(1.0),IND,GDP,S0,A,2048,2536938000000000,A,,,
OECD:DF_EO114_LTB(1.0),IND,GDP,S1,A,2048,2328248000000000,A,,,
OECD:DF_EO114_LTB(1.0),IDN,GDP,S0,A,2048,1.109258E+17,A,,,
OECD:DF_EO114_LTB(1.0),IDN,GDP,S1,A,2048,1.027698E+17,A,,,
OECD:DF_EO114_LTB(1.0),ISR,GDP,S0,A,2048,6571441000000,A,,,
OECD:DF_EO114_LTB(1.0),ISR,GDP,S1,A,2048,6522354000000,A,,,
OECD:DF_EO114_LTB(1.0),LVA,GDP,S0,A,2048,91390120000,A,,,
OECD:DF_EO114_LTB(1.0),LVA,GDP,S1,A,2048,88256300000,A,,,
OECD:DF_EO114_LTB(1.0),LTU,GDP,S0,A,2048,167210800000,A,,,
OECD:DF_EO114_LTB(1.0),LTU,GDP,S1,A,2048,164239000000,A,,,
OECD:DF_EO114_LTB(1.0),ROU,GDP,S0,A,2048,4627404000000,A,,,
OECD:DF_EO114_LTB(1.0),ROU,GDP,S1,A,2048,4443368000000,A,,,
OECD:DF_EO114_LTB(1.0),SVN,GDP,S0,A,2048,161118600000,A,,,
OECD:DF_EO114_LTB(1.0),SVN,GDP,S1,A,2048,157500300000,A,,,
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S0,A,2048,38073520000000,A,,,
OECD:DF_EO114_LTB(1.0),ZAF,GDP,S1,A,2048,33622790000000,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S0,A,2048,565334300000000,A,,,
OECD:DF_EO114_LTB(1.0),G20,GDP,S1,A,2048,523637900000000,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S0,A,2048,31846640000000,A,,,
OECD:DF_EO114_LTB(1.0),EA17,GDP,S1,A,2048,31195210000000,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S0,A,2048,232969800000000,A,,,
OECD:DF_EO114_LTB(1.0),OECD,GDP,S1,A,2048,225498500000000,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S0,A,2048,130694700000000,A,,,
OECD:DF_EO114_LTB(1.0),G20ADV,GDP,S1,A,2048,127337400000000,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S0,A,2048,495470700000000,A,,,
OECD:DF_EO114_LTB(1.0),G20EME,GDP,S1,A,2048,448034700000000,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S0,A,2048,602206300000000,A,,,
OECD:DF_EO114_LTB(1.0),OECDG20,GDP,S1,A,2048,559776600000000,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S0,A,2028,3292081000000,A,,,
OECD:DF_EO114_LTB(1.0),AUS,GDP,S1,A,2028,3279854000000,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S0,A,2028,570580700000,A,,,
OECD:DF_EO114_LTB(1.0),AUT,GDP,S1,A,2028,570025500000,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S0,A,2028,695821200000,A,,,
OECD:DF_EO114_LTB(1.0),BEL,GDP,S1,A,2028,694801600000,A,,,
OECD:DF_EO114_LTB(1.0),CAN,GDP,S0,A,2028,3463928000000,A,,,
OECD:DF_EO114_LTB(1.0),CAN,GDP,S1,A,2028,3451246000000,A,,,
OECD:DF_EO114_LTB(1.0),CZE,GDP,S0,A,2028,8995832000000,A,,,
OECD:DF_EO114_LTB(1.0),CZE,GDP,S1,A,2028,8983497000000,A,,,
OECD:DF_EO114_LTB(1.0),DNK,GDP,S0,A,2028,3351393000000,A,,,
OECD:DF_EO114_LTB(1.0),DNK,GDP,S1,A,2028,3343694000000,A,,,
OECD:DF_EO114_LTB(1.0),FIN,GDP,S0,A,2028,332393900000,A,,,
OECD:DF_EO114_LTB(1.0),FIN,GDP,S1,A,2028,332248800000,A,,,
OECD:DF_EO114_LTB(1.0),FRA,GDP,S0,A,2028,3290655000000,A,,,
OECD:DF_EO114_LTB(1.0),FRA,GDP,S1,A,2028,3287569000000,A,,,
OECD:DF_EO114_LTB(1.0),DEU,GDP,S0,A,2028,4746195000000,A,,,
OECD:DF_EO114_LTB(1.0),DEU,GDP,S1,A,2028,4737011000000,A,,,
OECD:DF_EO114_LTB(1.0),GRC,GDP,S0,A,2028,283221700000,A,,,
OECD:DF_EO114_LTB(1.0),GRC,GDP,S1,A,2028,282041700000,A,,,
OECD:DF_EO114_LTB(1.0),HUN,GDP,S0,A,2028,100517200000000,A,,,
OECD:DF_EO114_LTB(1.0),HUN,GDP,S1,A,2028,100153300000000,A,,,
OECD:DF_EO114_LTB(1.0),ISL,GDP,S0,A,2028,5536724000000,A,,,
OECD:DF_EO114_LTB(1.0),ISL,GDP,S1,A,2028,5530078000000,A,,,
OECD:DF_EO114_LTB(1.0),IRL,GDP,S0,A,2028,655707900000,A,,,
OECD:DF_EO114_LTB(1.0),IRL,GDP,S1,A,2028,654268600000,A,,,
OECD:DF_EO114_LTB(1.0),ITA,GDP,S0,A,2028,2402537000000,A,,,
OECD:DF_EO114_LTB(1.0),ITA,GDP,S1,A,2028,2399300000000,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S0,A,2028,685037800000000,A,,,
OECD:DF_EO114_LTB(1.0),JPN,GDP,S1,A,2028,683346000000000,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S0,A,2028,2797741000000000,A,,,
OECD:DF_EO114_LTB(1.0),KOR,GDP,S1,A,2028,2796211000000000,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S0,A,2028,110770600000,A,,,
OECD:DF_EO114_LTB(1.0),LUX,GDP,S1,A,2028,110155000000,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S0,A,2028,41528350000000,A,,,
OECD:DF_EO114_LTB(1.0),MEX,GDP,S1,A,2028,41329220000000,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S0,A,2028,1236202000000,A,,,
OECD:DF_EO114_LTB(1.0),NLD,GDP,S1,A,2028,1232075000000,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S0,A,2028,509859500000,A,,,
OECD:DF_EO114_LTB(1.0),NZL,GDP,S1,A,2028,509556500000,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S0,A,2028,6126174000000,A,,,
OECD:DF_EO114_LTB(1.0),NOR,GDP,S1,A,2028,5968101000000,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S0,A,2028,4507066000000,A,,,
OECD:DF_EO114_LTB(1.0),POL,GDP,S1,A,2028,4494273000000,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S0,A,2028,323840600000,A,,,
OECD:DF_EO114_LTB(1.0),PRT,GDP,S1,A,2028,323422100000,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S0,A,2028,151625500000,A,,,
OECD:DF_EO114_LTB(1.0),SVK,GDP,S1,A,2028,151460100000,A,,,
OECD:DF_EO114_LTB(1.0),ESP,GDP,S0,A,2028,1735082000000,A,,,
OECD:DF_EO114_LTB(1.0),ESP,GDP,S1,A,2028,1732525000000,A,,,
OECD:DF_EO114_LTB(1.0),SWE,GDP,S0,A,2028,7848736000000,A,,,
OECD:DF_EO114_LTB(1.0),SWE,GDP,S1,A,2028,7848078000000,A,,,
OECD:DF_EO114_LTB(1.0),CHE,GDP,S0,A,2028,920808000000,A,,,
OECD:DF_EO114_LTB(1.0),CHE,GDP,S1,A,2028,919490300000,A,,,
OECD:DF_EO114_LTB(1.0),TUR,GDP,S0,A,2028,76249450000000,A,,,
OECD:DF_EO114_LTB(1.0),TUR,GDP,S1,A,2028,75842810000000,A,,,
OECD:DF_EO114_LTB(1.0),GBR,GDP,S0,A,2028,3213473000000,A,,,
OECD:DF_EO114_LTB(1.0),GBR,GDP,S1,A,2028,3209422000000,A,,,
OECD:DF_EO114_LTB(1.0),USA,GDP,S0,A,2028,33297940000000,A,,,
OECD:DF_EO114_LTB(1.0),USA,GDP,S1,A,2028,33223500000000,A,,,
OECD:DF_EO114_LTB(1.0),G7M,GDP,S0,A,2028,60636230000000,A,,,
OECD:DF_EO114_LTB(1.0),G7M,GDP,S1,A,2028,60510210000000,A,,,
OECD:DF_EO114_LTB(1.0),ARG,GDP,S0,A,2028,1008979000000000,A,,,
OECD:DF_EO114_LTB(1.0),ARG,GDP,S1,A,2028,998123000000000,A,,,
OECD:DF_EO114_LTB(1.0),BRA,GDP,S0,A,2028,13819110000000,A,,,
OECD:DF_EO114_LTB(1.0),BRA,GDP,S1,A,2028,13764130000000,A,,,
OECD:DF_EO114_LTB(1.0),BGR,GDP,S0,A,2028,247678300000,A,,,
OECD:DF_EO114_LTB(1.0),BGR,GDP,S1,A,2028,246998000000,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S0,A,2028,357647400000000,A,,,
OECD:DF_EO114_LTB(1.0),CHL,GDP,S1,A,2028,356856000000000,A,,,
